Assignment_ID,Assignment_Name,Assignment_Link,Remote_Testing_Support,Adaptive_IRT_Support,Test_Type,Approximate_Completion_Time,Job_Levels
28,Apache Kafka (New),https://www.shl.com/solutions/products/product-catalog/view/apache-kafka-new/,True,False,K,6.0,"Mid-Professional, Professional Individual Contributor,"
29,Apache Pig (New),https://www.shl.com/solutions/products/product-catalog/view/apache-pig-new/,True,False,K,6.0,"Mid-Professional, Professional Individual Contributor,"
30,Apache Spark (New),https://www.shl.com/solutions/products/product-catalog/view/apache-spark-new/,True,False,K,8.0,"Mid-Professional, Professional Individual Contributor,"
31,ASP .NET with C# (New),https://www.shl.com/solutions/products/product-catalog/view/asp-net-with-c-new/,True,False,K,13.0,"Mid-Professional, Professional Individual Contributor,"
32,ASP.NET 4.5,https://www.shl.com/solutions/products/product-catalog/view/asp-net-4-5/,True,True,K,30.0,"Mid-Professional, Professional Individual Contributor,"
33,Assessment and Development Center Exercises,https://www.shl.com/solutions/products/product-catalog/view/assessment-and-development-center-exercises/,True,False,E,,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
34,Automata - Fix (New),https://www.shl.com/solutions/products/product-catalog/view/automata-fix-new/,True,False,S,20.0,"Mid-Professional,"
35,Automata - SQL (New),https://www.shl.com/solutions/products/product-catalog/view/automata-sql-new/,True,False,S,30.0,"Mid-Professional, Professional Individual Contributor,"
36,Automata (New),https://www.shl.com/solutions/products/product-catalog/view/automata-new/,True,False,S,45.0,"Mid-Professional, Professional Individual Contributor,"
37,Automata Data Science (New),https://www.shl.com/solutions/products/product-catalog/view/automata-data-science-new/,True,False,S,60.0,"Mid-Professional, Professional Individual Contributor,"
38,Automata Data Science Pro (New),https://www.shl.com/solutions/products/product-catalog/view/automata-data-science-pro-new/,True,False,S,60.0,"Professional Individual Contributor, Mid-Professional,"
39,Automata Front End,https://www.shl.com/solutions/products/product-catalog/view/automata-front-end/,True,False,S,30.0,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor, Manager,"
40,Automata Pro (New),https://www.shl.com/solutions/products/product-catalog/view/automata-pro-new/,True,False,S,60.0,"Mid-Professional, Professional Individual Contributor,"
41,Automata Selenium,https://www.shl.com/solutions/products/product-catalog/view/automata-selenium/,True,False,S,60.0,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor,"
42,Automation Anywhere RPA Development (New),https://www.shl.com/solutions/products/product-catalog/view/automation-anywhere-rpa-development-new/,True,False,K,8.0,"Mid-Professional, Professional Individual Contributor,"
43,Automotive Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/automotive-engineering-new/,True,False,K,13.0,"Graduate, Mid-Professional, Professional Individual Contributor,"
44,Basic Biology (New),https://www.shl.com/solutions/products/product-catalog/view/basic-biology-new/,True,False,K,6.0,"Professional Individual Contributor, Graduate, Mid-Professional,"
45,Basic Computer Literacy (Windows 10) (New),https://www.shl.com/solutions/products/product-catalog/view/basic-computer-literacy-windows-10-new/,True,False,"S, K",30.0,"Entry-Level,"
46,Basic Statistics (New),https://www.shl.com/solutions/products/product-catalog/view/basic-statistics-new/,True,False,K,10.0,"Graduate, Mid-Professional, Professional Individual Contributor,"
47,Biochemistry (New),https://www.shl.com/solutions/products/product-catalog/view/biochemistry-new/,True,False,K,8.0,"Graduate, Mid-Professional, Professional Individual Contributor,"
48,Biotech Lab Techniques (New),https://www.shl.com/solutions/products/product-catalog/view/biotech-lab-techniques-new/,True,False,K,5.0,"Graduate, Professional Individual Contributor, Mid-Professional,"
49,BizTalk (New),https://www.shl.com/solutions/products/product-catalog/view/biztalk-new/,True,False,K,16.0,"Mid-Professional, Professional Individual Contributor,"
50,Business Communication (adaptive),https://www.shl.com/solutions/products/product-catalog/view/business-communication-adaptive/,True,True,K,24.0,"Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,"
51,Business Communications,https://www.shl.com/solutions/products/product-catalog/view/business-communications/,True,False,K,35.0,
52,C Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new/,True,False,K,10.0,"Mid-Professional, Professional Individual Contributor,"
53,C# Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new-4039/,True,False,K,9.0,"Mid-Professional, Professional Individual Contributor,"
54,C++ Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new-4122/,True,False,K,10.0,"Mid-Professional, Professional Individual Contributor,"
55,Cardiology and Diabetes Management (New),https://www.shl.com/solutions/products/product-catalog/view/cardiology-and-diabetes-management-new/,True,False,K,4.0,"Graduate, Mid-Professional, Professional Individual Contributor,"
56,Ceramic Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/ceramic-engineering-new/,True,False,K,12.0,"Graduate, Mid-Professional, Professional Individual Contributor,"
57,Chemical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/chemical-engineering-new/,True,False,K,13.0,"Graduate, Mid-Professional, Professional Individual Contributor,"
58,Cisco AppDynamics (New),https://www.shl.com/solutions/products/product-catalog/view/cisco-appdynamics-new/,True,False,K,9.0,"Mid-Professional, Professional Individual Contributor,"
59,Civil Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/civil-engineering-new/,True,False,K,10.0,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
60,Cloud Computing (New),https://www.shl.com/solutions/products/product-catalog/view/cloud-computing-new/,True,False,K,8.0,"Mid-Professional, Professional Individual Contributor,"
61,COBOL Programming (New),https://www.shl.com/solutions/products/product-catalog/view/cobol-programming-new/,True,False,K,10.0,"Mid-Professional, Professional Individual Contributor,"
62,Computer Science (New),https://www.shl.com/solutions/products/product-catalog/view/computer-science-new/,True,False,K,12.0,"Mid-Professional, Professional Individual Contributor,"
63,Contact Center Call Simulation (New),https://www.shl.com/solutions/products/product-catalog/view/contact-center-call-simulation-new/,True,False,S,15.0,"Entry-Level,"
64,Conversational Multichat Simulation,https://www.shl.com/solutions/products/product-catalog/view/conversational-multichat-simulation/,True,False,S,11.0,
65,Core Java (Advanced Level) (New),https://www.shl.com/solutions/products/product-catalog/view/core-java-advanced-level-new/,True,False,K,13.0,"Mid-Professional, Professional Individual Contributor,"
66,Core Java (Entry Level) (New),https://www.shl.com/solutions/products/product-catalog/view/core-java-entry-level-new/,True,False,K,13.0,"Mid-Professional, Professional Individual Contributor,"
67,Count Out The Money,https://www.shl.com/solutions/products/product-catalog/view/count-out-the-money/,True,True,"K, S",5.0,"Entry-Level,"
68,CSS3 (New),https://www.shl.com/solutions/products/product-catalog/view/css3-new/,True,False,K,8.0,"Mid-Professional, Professional Individual Contributor,"
69,Culinary Skills (New),https://www.shl.com/solutions/products/product-catalog/view/culinary-skills-new/,True,False,K,7.0,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
70,Customer Service Phone Simulation,https://www.shl.com/solutions/products/product-catalog/view/customer-service-phone-simulation/,True,False,"B, S",20.0,"Entry-Level,"
71,Customer Service Phone Solution,https://www.shl.com/solutions/products/product-catalog/view/customer-service-phone-solution/,True,False,"B, P, S",30.0,"Entry-Level,"
72,Cyber Risk (New),https://www.shl.com/solutions/products/product-catalog/view/cyber-risk-new/,True,False,K,9.0,"Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
73,Data Entry (New),https://www.shl.com/solutions/products/product-catalog/view/data-entry-new/,True,False,S,4.0,"Entry-Level,"
74,Data Entry Alphanumeric Split Screen - US,https://www.shl.com/solutions/products/product-catalog/view/data-entry-alphanumeric-split-screen-us/,True,False,K,5.0,"Professional Individual Contributor, Mid-Professional, Front Line Manager, Entry-Level,"
75,Data Entry Numeric Split Screen - US,https://www.shl.com/solutions/products/product-catalog/view/data-entry-numeric-split-screen-us/,True,False,K,5.0,"Mid-Professional, Professional Individual Contributor, Entry-Level, Front Line Manager,"
76,Data Entry Ten Key Split Screen,https://www.shl.com/solutions/products/product-catalog/view/data-entry-ten-key-split-screen/,True,False,K,3.0,"Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,"
77,Data Science (New),https://www.shl.com/solutions/products/product-catalog/view/data-science-new/,True,False,K,14.0,"Mid-Professional, Professional Individual Contributor,"
78,Data Warehousing Concepts,https://www.shl.com/solutions/products/product-catalog/view/data-warehousing-concepts/,True,True,K,25.0,"Mid-Professional, Professional Individual Contributor,"
79,Dependability and Safety Instrument (DSI),https://www.shl.com/solutions/products/product-catalog/view/dependability-and-safety-instrument-dsi/,True,False,P,10.0,"Entry-Level,"
80,Dermatology (New),https://www.shl.com/solutions/products/product-catalog/view/dermatology-new/,True,False,K,3.0,"Graduate, Mid-Professional, Professional Individual Contributor,"
81,Desktop Support (New),https://www.shl.com/solutions/products/product-catalog/view/desktop-support-new/,True,False,K,8.0,"Graduate, Mid-Professional, Professional Individual Contributor,"
82,Digital Advertising (New),https://www.shl.com/solutions/products/product-catalog/view/digital-advertising-new/,True,False,K,7.0,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
83,Digital Readiness Development Report - IC,https://www.shl.com/solutions/products/product-catalog/view/digital-readiness-development-report/,True,False,P,,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
84,Digital Readiness Development Report - Manager,https://www.shl.com/solutions/products/product-catalog/view/digital-readiness-development-report-manager/,True,False,P,,"Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Supervisor, Director,"
85,Automata - Fix (New),https://www.shl.com/solutions/products/product-catalog/view/automata-fix-new/,True,False,S,20.0,"Mid-Professional,"
86,Automata Front End,https://www.shl.com/solutions/products/product-catalog/view/automata-front-end/,True,False,S,30.0,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor, Manager,"
87,Core Java (Advanced Level) (New),https://www.shl.com/solutions/products/product-catalog/view/core-java-advanced-level-new/,True,False,K,13.0,"Mid-Professional, Professional Individual Contributor,"
88,Core Java (Entry Level) (New),https://www.shl.com/solutions/products/product-catalog/view/core-java-entry-level-new/,True,False,K,13.0,"Mid-Professional, Professional Individual Contributor,"
89,Dojo (New),https://www.shl.com/solutions/products/product-catalog/view/dojo-new/,True,False,K,11.0,"Mid-Professional, Professional Individual Contributor,"
90,Enterprise Java Beans (New),https://www.shl.com/solutions/products/product-catalog/view/enterprise-java-beans-new/,True,False,K,4.0,"Mid-Professional, Professional Individual Contributor,"
91,Hibernate (New),https://www.shl.com/solutions/products/product-catalog/view/hibernate-new/,True,False,K,5.0,"Mid-Professional, Professional Individual Contributor,"
92,Java 2 Platform Enterprise Edition 1.4 Fundamental,https://www.shl.com/solutions/products/product-catalog/view/java-2-platform-enterprise-edition-1-4-fundamental/,True,True,K,30.0,"Entry-Level, Mid-Professional, Professional Individual Contributor,"
93,Java 8 (New),https://www.shl.com/solutions/products/product-catalog/view/java-8-new/,True,False,K,18.0,"Mid-Professional, Professional Individual Contributor,"
94,Java Design Patterns (New),https://www.shl.com/solutions/products/product-catalog/view/java-design-patterns-new/,True,False,K,5.0,"Mid-Professional, Professional Individual Contributor,"
95,Java Frameworks (New),https://www.shl.com/solutions/products/product-catalog/view/java-frameworks-new/,True,False,K,17.0,"Mid-Professional, Professional Individual Contributor,"
96,Java Platform Enterprise Edition 7 (Java EE 7),https://www.shl.com/solutions/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/,True,True,K,30.0,"Mid-Professional, Professional Individual Contributor,"
97,Enterprise Java Beans (New),https://www.shl.com/solutions/products/product-catalog/view/enterprise-java-beans-new/,True,False,K,4.0,"Mid-Professional, Professional Individual Contributor,"
98,Enterprise Leadership Report 1.0,https://www.shl.com/solutions/products/product-catalog/view/enterprise-leadership-report/,True,False,P,,"Director, Executive, Manager, Mid-Professional,"
99,Enterprise Leadership Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/enterprise-leadership-report-2-0/,True,False,P,,"Director, Executive, Manager, Mid-Professional,"
100,Entry Level Cashier Solution,https://www.shl.com/solutions/products/product-catalog/view/entry-level-cashier-solution/,True,False,"C, P",19.0,"Entry-Level,"
101,Entry Level Customer Serv-Retail & Contact Center,https://www.shl.com/solutions/products/product-catalog/view/entry-level-customer-serv-retail-and-contact-center/,True,False,"P, C",19.0,"Entry-Level,"
102,Entry Level Customer Service (General) Solution,https://www.shl.com/solutions/products/product-catalog/view/entry-level-customer-service-general-solution/,True,False,"C, P",14.0,"Entry-Level,"
103,Entry Level Hotel Front Desk Solution,https://www.shl.com/solutions/products/product-catalog/view/entry-level-hotel-front-desk-solution/,True,False,"C, P",20.0,"Entry-Level,"
104,Entry Level Sales Solution,https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-solution/,True,False,"C, P",20.0,"Entry-Level,"
105,Entry Level Technical Support Solution,https://www.shl.com/solutions/products/product-catalog/view/entry-level-technical-support-solution/,True,False,"P, C",18.0,"Entry-Level,"
106,ETL Testing (New),https://www.shl.com/solutions/products/product-catalog/view/etl-testing-new/,True,False,K,9.0,"Mid-Professional, Professional Individual Contributor,"
107,Executive Scenarios,https://www.shl.com/solutions/products/product-catalog/view/executive-scenarios/,True,False,B,,"Director, Executive, Manager,"
108,Executive Scenarios Narrative Report,https://www.shl.com/solutions/products/product-catalog/view/executive-scenarios-narrative-report/,True,False,B,,"Director, Executive, Manager,"
109,Executive Scenarios Profile Report,https://www.shl.com/solutions/products/product-catalog/view/executive-scenarios-profile-report/,True,False,B,,"Director, Executive, Manager,"
110,ExpressJS (New),https://www.shl.com/solutions/products/product-catalog/view/expressjs-new/,True,False,K,7.0,"Mid-Professional, Professional Individual Contributor,"
111,Filing - Names (R1),https://www.shl.com/solutions/products/product-catalog/view/filing-names-r1/,True,False,K,3.0,"Entry-Level,"
112,Filing - Numbers,https://www.shl.com/solutions/products/product-catalog/view/filing-numbers/,True,False,K,3.0,"Entry-Level,"
113,Financial Accounting (New),https://www.shl.com/solutions/products/product-catalog/view/financial-accounting-new/,True,False,K,9.0,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
114,Financial and Banking Services (New),https://www.shl.com/solutions/products/product-catalog/view/financial-and-banking-services-new/,True,False,K,9.0,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
115,Fire Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/fire-engineering-new/,True,False,K,10.0,"Graduate, Mid-Professional, Professional Individual Contributor,"
116,Following Instructions v1 - UK (R1),https://www.shl.com/solutions/products/product-catalog/view/following-instructions-v1-uk-r1/,True,False,K,8.0,"Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,"
117,Following Instructions v1 - US (R2),https://www.shl.com/solutions/products/product-catalog/view/following-instructions-v1-us-r2/,True,False,K,8.0,"Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,"
118,Food and Beverage Services (New),https://www.shl.com/solutions/products/product-catalog/view/food-and-beverage-services-new/,True,False,K,7.0,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
119,Food Science (New),https://www.shl.com/solutions/products/product-catalog/view/food-science-new/,True,False,K,6.0,"Graduate, Mid-Professional, Professional Individual Contributor,"
120,Front Office Management (New),https://www.shl.com/solutions/products/product-catalog/view/front-office-management-new/,True,False,K,7.0,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,"
121,Fundamentals of Chemistry (New),https://www.shl.com/solutions/products/product-catalog/view/fundamentals-of-chemistry-new/,True,False,K,8.0,"Graduate, Mid-Professional, Professional Individual Contributor,"
122,Fundamentals of Physics (New),https://www.shl.com/solutions/products/product-catalog/view/fundamentals-of-physics-new/,True,False,K,8.0,"Graduate, Mid-Professional, Professional Individual Contributor,"
123,General Diseases (New),https://www.shl.com/solutions/products/product-catalog/view/general-diseases-new/,True,False,K,5.0,"Graduate, Mid-Professional, Professional Individual Contributor,"
124,Geoinformatics Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/geoinformatics-engineering-new/,True,False,K,10.0,"Mid-Professional, Professional Individual Contributor, Supervisor, Entry-Level, Graduate,"
125,Geoscience Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/geoscience-engineering-new/,True,False,K,8.0,"Mid-Professional, Professional Individual Contributor, Graduate,"
126,GIT (New),https://www.shl.com/solutions/products/product-catalog/view/git-new/,True,False,K,13.0,"Mid-Professional, Professional Individual Contributor,"
127,Global Skills Assessment,https://www.shl.com/solutions/products/product-catalog/view/global-skills-assessment/,True,False,"C, K",16.0,
128,Graduate Scenarios,https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios/,True,False,B,,"Manager, Mid-Professional, Professional Individual Contributor, Graduate,"
129,Graduate Scenarios Narrative Report,https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios-narrative-report/,True,False,B,,"Mid-Professional, Professional Individual Contributor, Manager, Graduate,"
130,Graduate Scenarios Profile Report,https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios-profile-report/,True,False,B,,"Graduate, Manager, Mid-Professional, Professional Individual Contributor,"
131,Hibernate (New),https://www.shl.com/solutions/products/product-catalog/view/hibernate-new/,True,False,K,5.0,"Mid-Professional, Professional Individual Contributor,"
132,HIPAA (Security),https://www.shl.com/solutions/products/product-catalog/view/hipaa-security/,True,True,K,1535.0,"Front Line Manager, Manager,"
133,HiPo Assessment Report 1.0,https://www.shl.com/solutions/products/product-catalog/view/hipo-assessment-report-1-0/,True,False,"C, P",,
134,HiPo Assessment Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/hipo-assessment-report-2-0/,True,False,"C, P",,
135,HiPo Unlocking Potential Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/hipo-unlocking-potential-report-2-0/,True,False,C,,
136,Housekeeping (New),https://www.shl.com/solutions/products/product-catalog/view/housekeeping-new/,True,False,K,7.0,"Entry-Level, Front Line Manager, Supervisor,"
137,HTML/CSS (New),https://www.shl.com/solutions/products/product-catalog/view/htmlcss-new/,True,False,K,12.0,"Mid-Professional, Professional Individual Contributor,"
138,HTML5 (New),https://www.shl.com/solutions/products/product-catalog/view/html5-new/,True,False,K,11.0,"Mid-Professional, Professional Individual Contributor,"
139,Human Resources (New),https://www.shl.com/solutions/products/product-catalog/view/human-resources-new/,True,False,K,8.0,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
140,IBM DataStage (New),https://www.shl.com/solutions/products/product-catalog/view/ibm-datastage-new/,True,False,K,15.0,"Mid-Professional, Professional Individual Contributor,"
141,IBM Sterling Order Management System (New),https://www.shl.com/solutions/products/product-catalog/view/ibm-sterling-order-management-system-new/,True,False,K,13.0,"Mid-Professional, Professional Individual Contributor,"
142,Industrial Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/industrial-engineering-new/,True,False,K,9.0,"Graduate, Mid-Professional, Professional Individual Contributor,"
143,Informatica (Architecture) (New),https://www.shl.com/solutions/products/product-catalog/view/informatica-architecture-new/,True,False,K,10.0,"Mid-Professional, Professional Individual Contributor,"
144,Informatica (Developer) (New),https://www.shl.com/solutions/products/product-catalog/view/informatica-developer-new/,True,False,K,11.0,"Mid-Professional, Professional Individual Contributor,"
145,Global Skills Development Report,https://www.shl.com/solutions/products/product-catalog/view/global-skills-development-report/,True,False,"A, E, B, C, D, P",,"Director, Entry-Level, Executive, General Population, Graduate, Manager, Mid-Professional, Front Line Manager, Supervisor,"
146,.NET Framework 4.5,https://www.shl.com/solutions/products/product-catalog/view/net-framework-4-5/,True,True,K,30.0,"Professional Individual Contributor, Mid-Professional,"
147,.NET MVC (New),https://www.shl.com/solutions/products/product-catalog/view/net-mvc-new/,True,False,K,17.0,"Mid-Professional, Professional Individual Contributor,"
148,.NET MVVM (New),https://www.shl.com/solutions/products/product-catalog/view/net-mvvm-new/,True,False,K,5.0,"Mid-Professional, Professional Individual Contributor,"
149,.NET WCF (New),https://www.shl.com/solutions/products/product-catalog/view/net-wcf-new/,True,False,K,11.0,"Mid-Professional, Professional Individual Contributor,"
150,.NET WPF (New),https://www.shl.com/solutions/products/product-catalog/view/net-wpf-new/,True,False,K,9.0,"Mid-Professional, Professional Individual Contributor,"
151,.NET XAML (New),https://www.shl.com/solutions/products/product-catalog/view/net-xaml-new/,True,False,K,5.0,"Mid-Professional, Professional Individual Contributor,"
152,Accounts Payable (New),https://www.shl.com/solutions/products/product-catalog/view/accounts-payable-new/,True,False,K,9.0,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,"
153,Accounts Payable Simulation (New),https://www.shl.com/solutions/products/product-catalog/view/accounts-payable-simulation-new/,True,False,S,8.0,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,"
154,Accounts Receivable (New),https://www.shl.com/solutions/products/product-catalog/view/accounts-receivable-new/,True,False,K,13.0,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,"
155,Accounts Receivable Simulation (New),https://www.shl.com/solutions/products/product-catalog/view/accounts-receivable-simulation-new/,True,False,S,8.0,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,"
156,ADO.NET (New),https://www.shl.com/solutions/products/product-catalog/view/ado-net-new/,True,False,K,10.0,"Mid-Professional, Professional Individual Contributor,"
157,Jenkins (New),https://www.shl.com/solutions/products/product-catalog/view/jenkins-new/,True,False,K,6.0,"Mid-Professional, Professional Individual Contributor,"
158,Job Control Language (New),https://www.shl.com/solutions/products/product-catalog/view/job-control-language-new/,True,False,K,10.0,"Mid-Professional, Professional Individual Contributor,"
159,jQuery (New),https://www.shl.com/solutions/products/product-catalog/view/jquery-new/,True,False,K,10.0,"Mid-Professional, Professional Individual Contributor,"
160,Kubernetes (New),https://www.shl.com/solutions/products/product-catalog/view/kubernetes-new/,True,False,K,6.0,"Mid-Professional, Professional Individual Contributor,"
161,Linux Administration (New),https://www.shl.com/solutions/products/product-catalog/view/linux-administration-new/,True,False,K,10.0,"Mid-Professional, Professional Individual Contributor,"
162,Linux Operating System,https://www.shl.com/solutions/products/product-catalog/view/linux-operating-system/,True,False,K,15.0,"Entry-Level, General Population, Graduate, Professional Individual Contributor,"
163,Linux Programming (General),https://www.shl.com/solutions/products/product-catalog/view/linux-programming-general/,True,True,K,25.0,"Mid-Professional, Professional Individual Contributor,"
164,Load Runner (New),https://www.shl.com/solutions/products/product-catalog/view/load-runner-new/,True,False,K,6.0,"Mid-Professional, Professional Individual Contributor,"
165,Management Scenarios,https://www.shl.com/solutions/products/product-catalog/view/management-scenarios/,True,False,B,,"Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,"
166,Managerial Scenarios Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/managerial-scenarios-candidate-report/,True,False,B,,"Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,"
167,Managerial Scenarios Narrative Report,https://www.shl.com/solutions/products/product-catalog/view/managerial-scenarios-narrative-report/,True,False,B,,"Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,"
168,Managerial Scenarios Profile Report,https://www.shl.com/solutions/products/product-catalog/view/managerial-scenarios-profile-report/,True,False,B,,"Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,"
169,Manual Testing (New),https://www.shl.com/solutions/products/product-catalog/view/manual-testing-new/,True,False,K,10.0,"Mid-Professional, Professional Individual Contributor,"
170,Manufac. & Indust. - Mechanical & Vigilance 8.0,https://www.shl.com/solutions/products/product-catalog/view/mechanical-and-vigilance-focus-8-0/,True,False,"A, P",49.0,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor,"
171,Manufac. & Indust. - Safety & Dependability 8.0,https://www.shl.com/solutions/products/product-catalog/view/safety-and-dependability-focus-8-0/,True,False,P,16.0,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor,"
172,Manufacturing & Industrial - Essential Focus 8.0,https://www.shl.com/solutions/products/product-catalog/view/essential-focus-8-0/,True,False,P,16.0,"Mid-Professional, Professional Individual Contributor, Entry-Level, Graduate, Manager,"
173,Manufacturing & Industrial - Mechanical Focus 8.0,https://www.shl.com/solutions/products/product-catalog/view/mechanical-focus-8-0/,True,False,"A, P",31.0,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor,"
174,Manufacturing & Industrial - Vigilance Focus 8.0,https://www.shl.com/solutions/products/product-catalog/view/vigilance-focus-8-0/,True,False,"A, P",34.0,"Entry-Level, Mid-Professional, Professional Individual Contributor, Graduate, Manager,"
175,Marketing (New),https://www.shl.com/solutions/products/product-catalog/view/marketing-new/,True,False,K,9.0,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
176,Maven (New),https://www.shl.com/solutions/products/product-catalog/view/maven-new/,True,False,K,7.0,"Mid-Professional, Professional Individual Contributor,"
177,Mechanical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/mechanical-engineering-new/,True,False,K,7.0,"Graduate, Mid-Professional, Professional Individual Contributor,"
178,Mechatronics Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/mechatronics-engineering-new/,True,False,K,19.0,"Graduate, Mid-Professional, Professional Individual Contributor,"
179,Medical Terminology (New),https://www.shl.com/solutions/products/product-catalog/view/medical-terminology-new/,True,False,K,3.0,"Graduate, Mid-Professional, Professional Individual Contributor,"
180,Metallurgical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/metallurgical-engineering-new/,True,False,K,10.0,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
181,MFS 360 Enterprise Leadership Report,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-enterprise-leadership-report/,True,False,D,,
182,MFS 360 UCF Group Report,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-ucf-group-report/,True,False,D,,
183,MFS 360 UCF Performance Potential Dev Tips Report,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-ucf-performance-potential-dev-tips-report/,True,False,D,,
184,MFS 360 UCF Standard Report,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-ucf-standard-report/,True,False,D,,
185,Micro Focus Unified Functional Testing (New),https://www.shl.com/solutions/products/product-catalog/view/micro-focus-unified-functional-testing-new/,True,False,K,12.0,"Mid-Professional, Professional Individual Contributor,"
186,Microservices (New),https://www.shl.com/solutions/products/product-catalog/view/microservices-new/,True,False,K,7.0,"Mid-Professional, Professional Individual Contributor,"
187,Microsoft Dynamics Development (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-dynamics-development-new/,True,False,K,9.0,"Mid-Professional, Professional Individual Contributor,"
188,Microsoft Excel 365 - Essentials (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-excel-365-essentials-new/,True,False,"K, S",30.0,"Entry-Level,"
189,Microsoft Excel 365 (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-excel-365-new/,True,False,"K, S",35.0,"Entry-Level,"
190,Microsoft Outlook 2013 (adaptive),https://www.shl.com/solutions/products/product-catalog/view/microsoft-outlook-2013-adaptive/,True,True,K,25.0,"Mid-Professional, Professional Individual Contributor,"
191,Microsoft PowerPoint 365 - Essentials (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-powerpoint-365-essentials-new/,True,False,"K, S",25.0,"Entry-Level,"
192,Microsoft SQL Server 2014 Programming,https://www.shl.com/solutions/products/product-catalog/view/microsoft-sql-server-2014-programming/,True,True,K,35.0,"Mid-Professional, Professional Individual Contributor,"
193,Global Skills Development Report,https://www.shl.com/solutions/products/product-catalog/view/global-skills-development-report/,True,False,"A, E, B, C, D, P",,"Director, Entry-Level, Executive, General Population, Graduate, Manager, Mid-Professional, Front Line Manager, Supervisor,"
194,.NET Framework 4.5,https://www.shl.com/solutions/products/product-catalog/view/net-framework-4-5/,True,True,K,30.0,"Professional Individual Contributor, Mid-Professional,"
